name_original,followers,genres,popularity,nationality,sex,group,founded,born,first_release,last_release,died,compilations,total_albums,total_appears_on,total_singles,total_tracks
Danna Paola,882208,"['latin', 'latin pop', 'latin viral pop']",77,mexico,F,0,,1995.0,2002-01-01,2020-05-29,99.0,8,9,21,22,144
RK,952192,"['french hip hop', 'pop urbaine', 'rap conscient']",68,france,M,0,,2001.0,2018-03-19,2020-05-29,99.0,20,3,25,22,81
Isadora Pompeo,1015540,"['adoracao', 'brazilian gospel']",64,brazil,F,0,,1999.0,2016-12-19,2019-11-28,99.0,0,1,7,14,32
Christian Bautista,283104,"['classic opm', 'opm']",60,philippines,M,0,,1981.0,2004-03-25,2020-04-03,99.0,0,15,0,35,250
Cody Johnson,296326,"['contemporary country', 'country road', 'texas country']",71,us,M,0,,1987.0,2009-01-09,2019-08-23,99.0,0,6,11,8,97
Los Alegres Del Barranco,278577,"['corrido', 'deep regional mexican', 'norteno']",64,mexico,G,1,2005.0,,2008-05-19,2020-02-23,,0,37,2,11,638
Kinto Sol,362196,"['chicano rap', 'latin hip hop', 'mexican hip hop']",54,mexico,M,0,,1995.0,2003-01-01,2020-05-08,99.0,11,13,25,13,227
Sammy Kershaw,318655,"['country', 'country road', 'country rock']",58,us,M,0,,1958.0,1991-01-01,2020-01-24,99.0,18,22,18,8,285
Judah & the Lion,228604,"['banjo', 'folk-pop', 'indie poptimism']",64,us,G,1,2011.0,,2013-04-16,2020-05-15,,10,4,10,13,84
The Oak Ridge Boys,258691,"['classic country pop', 'country', 'country rock']",56,us,G,1,1947.0,,2002-01-01,2019-10-25,,0,50,0,0,942
Yaga & Mackie,218103,"['latin', 'latin hip hop', 'reggaeton']",56,puerto rico,G,1,2000.0,,2005-01-01,2020-02-07,,12,5,43,8,89
Jorge Negrete,270557,"['bolero', 'mariachi', 'ranchera']",51,mexico,M,0,,1911.0,1957-12-03,2020-03-26,1953.0,0,50,0,0,1225
Nate Dogg,813051,"['g funk', 'gangster rap', 'hip hop']",78,us,M,0,,1969.0,1998-01-01,2019-08-21,2011.0,21,14,15,7,285
Timbaland,1610489,"['dance pop', 'hip hop', 'hip pop']",76,us,M,0,,1972.0,2007-01-01,2020-03-26,99.0,0,10,0,40,271
Gaab,899065,"['funk carioca', 'r&b brasileiro']",73,brazil,M,0,,1998.0,2016-09-09,2020-05-15,99.0,0,6,0,44,119
SOJA,859609,"['east coast reggae', 'reggae']",66,us,M,0,,1997.0,2000-01-01,2020-04-30,99.0,0,25,0,25,397
"Peter, Paul and Mary",348378,"['american folk revival', 'brill building pop', 'bubblegum pop']",59,us,G,1,1961.0,,1962-01-01,2020-01-21,,2,35,9,4,553
Noyz Narcos,503083,"['italian hip hop', 'italian underground hip hop']",64,italy,M,0,,1979.0,2005-01-01,2020-04-10,99.0,3,6,36,8,103
Thiago Brava,1357991,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",62,brazil,M,0,,1986.0,2012-09-26,2020-04-15,99.0,5,6,14,33,151
Paulo Ricardo,229385,"['brazilian rock', 'mpb', 'rock nacional brasileiro']",47,brazil,M,0,,1994.0,1962-02-08,2020-05-29,99.0,11,10,25,19,149
The Avener,224584,"['deep euro house', 'new french touch', 'tropical house']",64,france,M,0,,1987.0,2014-01-01,2020-01-24,99.0,3,9,9,29,196
MC Neguinho do Kaxeta,664957,"['brega funk', 'funk carioca', 'funk ostentacao']",65,brazil,M,0,,1986.0,2017-08-17,2020-04-21,99.0,0,3,0,47,109
Marvin Sapp,351158,['gospel'],56,us,M,0,,1967.0,1995-01-01,2020-04-24,99.0,16,17,22,12,215
Flo Rida,7553942,"['dance pop', 'edm', 'miami hip hop']",80,us,M,0,,1979.0,2008-03-17,2019-05-24,99.0,0,22,0,28,347
Tay-K,1899745,"['cali rap', 'dfw rap', 'rap']",68,us,M,0,,2000.0,2017-12-14,2020-05-18,99.0,1,2,12,10,33
Roberto Carlos,1804041,"['jovem guarda', 'mpb']",70,brazil,M,0,,1973.0,1982-07-04,2018-09-28,99.0,0,50,0,0,669
Tammy Wynette,295195,"['country', 'country dawn', 'nashville sound']",57,us,F,0,,1942.0,1970-05-14,2020-02-10,1998.0,0,50,0,0,692
Night Lovell,578606,"['canadian hip hop', 'dark trap', 'emo rap']",73,canada,M,0,,1997.0,2014-12-21,2020-05-24,99.0,0,3,17,20,74
X Ambassadors,2021700,"['modern alternative rock', 'modern rock', 'pop']",78,us,G,1,2009.0,,2013-01-01,2020-05-15,,0,8,6,36,189
Ana Vilela,735645,"['mpb', 'nova mpb']",60,brazil,F,0,,1998.0,2017-06-05,2020-04-24,99.0,8,4,21,25,77
Metronomy,699900,"['alternative dance', 'dance-punk', 'electronica']",66,uk,G,1,1999.0,,2006-01-01,2020-04-10,,6,10,17,26,239
Benash,296816,"['francoton', 'french hip hop', 'pop urbaine']",55,france,M,0,,1994.0,2009-06-25,2019-10-11,99.0,0,3,5,5,49
Murat Boz,1088663,"['deep turkish pop', 'turkish pop', 'turkish rock']",58,turkey,M,0,,1980.0,2007-01-23,2020-02-14,99.0,8,7,19,26,125
Tenth Avenue North,414805,"['anthem worship', 'ccm', 'christian alternative rock']",61,us,G,1,2020.0,,2008-01-01,2019-08-02,,17,9,17,24,153
Traviezoz de la Zierra,470806,"['regional mexican pop', 'romanian hip hop']",64,mexico,G,1,2009.0,,2013-09-30,2020-05-30,,0,17,0,33,322
Sugarfree,401170,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",52,philippines,G,1,1999.0,,2000-01-01,,,15,4,18,5,57
Andrea Bocelli,1423155,"['classical tenor', 'italian tenor', 'operatic pop']",73,italy,M,0,,1958.0,1995-01-01,2019-11-08,99.0,0,50,0,0,1029
Brian Eno,401895,"['ambient', 'art pop', 'art rock']",66,uk,M,0,,1948.0,1978-01-01,2020-03-20,99.0,0,50,0,0,572
Dilpreet Dhillon,297531,"['desi pop', 'punjabi pop']",55,india,M,0,,1991.0,2015-12-01,2020-05-25,99.0,0,5,0,45,101
Vince Gill,305665,"['country', 'country rock', 'oklahoma country']",64,us,M,0,,1957.0,1985-01-01,2019-08-23,99.0,4,34,1,11,494
Moby,1155219,"['downtempo', 'electronica']",72,us,M,0,,1965.0,2016-10-14,2020-05-16,99.0,0,50,0,0,691
Chris Stapleton,2233156,"['contemporary country', 'outlaw country']",76,us,M,0,,1978.0,2013-01-01,2019-08-30,99.0,14,3,41,9,41
K.I.Z,592085,['german hip hop'],65,germany,G,1,2000.0,,2007-01-01,2019-11-01,,3,10,35,11,217
David Crowder Band,350561,"['anthem worship', 'ccm', 'christian alternative rock']",54,us,G,1,1996.0,,1998-01-01,2020-05-29,,16,17,17,16,379
John Coltrane,1099278,"['bebop', 'contemporary post-bop', 'cool jazz']",67,us,M,0,,1926.0,1961-01-01,2020-04-03,1967.0,0,50,0,0,596
Kat Deluna,474947,"['dance pop', 'post-teen pop']",54,us,F,0,,1987.0,2007-01-01,2019-07-05,99.0,0,9,0,41,207
No.1,1045759,['turkish hip hop'],66,turkey,M,0,,1988.0,2007-01-06,2020-04-24,99.0,1,13,18,22,193
Luther Vandross,1304030,"['funk', 'motown', 'neo soul']",66,us,M,0,,1951.0,1979-01-01,2020-02-28,2005.0,13,19,18,3,212
Robert Schumann,327190,"['classical', 'early romantic era']",62,germany,M,0,,1810.0,1991-01-03,2020-05-30,1856.0,0,50,0,0,1317
Sylvan Esso,383954,"['art pop', 'chamber pop', 'electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop']",65,us,G,1,2013.0,,2014-10-02,2020-05-21,,12,11,16,25,183
Steven Curtis Chapman,250572,"['anthem worship', 'ccm', 'christian alternative rock']",55,us,M,0,,1962.0,1987-01-01,2020-05-29,99.0,0,34,0,16,474
Big Gigantic,200348,"['edm', 'electronic trap', 'electropop']",64,us,G,1,2008.0,,2009-05-19,2020-04-06,,3,8,17,33,189
Lil Xan,2018137,"['emo rap', 'underground hip hop', 'vapor trap']",71,us,M,0,,1996.0,2016-10-27,2020-05-08,99.0,0,1,0,49,73
Amy Lee,244905,['symphonic metal'],57,us,F,0,,1981.0,2010-01-01,2020-03-06,99.0,17,2,29,20,69
Slushii,573626,"['bass trap', 'brostep', 'edm']",63,us,M,0,,1997.0,2016-10-02,2020-05-14,99.0,0,3,0,47,81
Boys Noize,203346,"['alternative dance', 'dance-punk', 'electro house']",61,germany,M,0,,1982.0,2007-07-13,2020-05-29,99.0,0,13,0,37,210
Zeynep Bastık,326775,['turkish pop'],69,turkey,F,0,,1993.0,2014-01-01,2020-05-14,99.0,2,0,10,14,14
Kamikazee,575662,"['classic opm', 'opm', 'pinoy pop punk']",58,philippines,G,1,2000.0,,2002-01-12,2019-10-27,,9,4,11,6,72
Casper,504466,"['german alternative rap', 'german hip hop', 'german pop']",63,germany,M,0,,1982.0,2011-08-07,2020-05-31,99.0,3,6,28,19,108
Eva,435268,['francoton'],63,france,F,0,,2001.0,2018-10-26,2019-11-29,99.0,39,2,43,5,42
Trippie Redd,4522005,"['melodic rap', 'rap', 'trap']",88,us,M,0,,1999.0,2017-05-14,2020-05-29,99.0,0,9,5,36,193
Empire Cast,567858,"['r&b', 'urban contemporary']",60,us,G,1,2015.0,,2015-09-03,2020-04-17,,0,9,0,41,341
Cher,1527077,"['dance pop', 'hollywood', 'new wave pop']",72,us,F,0,,1946.0,1965-10-16,2020-05-08,99.0,0,30,0,20,424
Mogwai,399261,"['british post-rock', 'cosmic post-rock', 'post-rock']",56,uk,G,1,1995.0,,1998-03-23,2020-05-08,,0,50,0,0,571
Kelly Clarkson,6411157,"['dance pop', 'neo mellow', 'pop']",78,us,F,0,,1982.0,2003-04-15,2020-05-18,99.0,0,24,0,26,407
Leslie Grace,994444,"['bachata', 'latin', 'latin pop']",63,us,F,0,,1995.0,2009-12-15,2020-05-29,99.0,4,6,18,30,105
Panteon Rococo,1550485,"['latin alternative', 'latin rock', 'mexican rock']",69,mexico,G,1,1995.0,,1999-06-11,2020-05-22,,11,14,28,12,226
Tweet,341373,"['hip pop', 'neo soul', 'r&b']",52,us,F,0,,1971.0,2002-02-04,2020-05-22,99.0,2,3,40,8,60
MC Lan,1926559,"['baile pop', 'funk carioca', 'funk ostentacao']",71,brazil,M,0,,1994.0,2018-12-01,2020-05-22,99.0,0,0,0,50,50
Mc Pocahontas,444500,"['baile pop', 'funk carioca', 'funk ostentacao']",37,brazil,F,0,,1994.0,2019-02-15,2019-10-02,99.0,16,0,31,13,19
Marco Antonio Solís,2590733,"['grupera', 'latin', 'latin pop']",76,mexico,M,0,,1959.0,2003-01-01,2019-07-26,99.0,0,50,0,0,864
Delacruz,278232,"['brazilian hip hop', 'pop nacional']",70,brazil,M,0,,99.0,2017-11-30,2020-04-17,99.0,8,1,24,36,68
Fall Out Boy,7812124,"['emo', 'modern rock', 'pop punk']",83,us,G,1,2001.0,,2003-06-05,2019-11-15,,0,25,0,25,367
Little Simz,231197,"['escape room', 'indie r&b', 'indie soul']",60,uk,F,0,,1994.0,2014-03-10,2020-05-06,99.0,0,9,10,33,181
Pretty Lights,497738,"['edm', 'glitch hop', 'jam band']",59,us,M,0,,1981.0,2006-10-23,2019-03-15,99.0,8,11,26,13,169
Mia Martini,206919,"['classic italian pop', 'italian pop']",55,italy,F,0,,1947.0,1971-03-31,2020-02-28,1995.0,0,43,0,7,757
Too $hort,783627,"['cali rap', 'gangster rap', 'hip hop']",66,us,M,0,,1966.0,1989-01-31,2020-05-26,99.0,0,48,0,1,734
Patty Loveless,221333,"['country', 'country dawn', 'country rock']",57,us,F,0,,1957.0,1988-01-01,2019-08-30,99.0,25,17,27,3,198
lowlow,399424,"['italian arena pop', 'italian hip hop', 'rome indie']",59,italy,M,0,,1993.0,2013-08-06,2020-03-20,99.0,3,6,16,6,76
Dae Dae,343885,"['atl hip hop', 'trap']",47,us,M,0,,1992.0,2016-03-03,2020-05-22,99.0,1,2,33,30,56
Soner Sarıkabadayı,487350,"['arabesk', 'deep turkish pop', 'turkish pop']",54,turkey,M,0,,1978.0,2001-12-27,2020-04-23,99.0,6,4,14,20,79
Lil Jon & The East Side Boyz,399090,"['atl hip hop', 'crunk', 'dirty south rap']",64,us,M,0,,1971.0,2001-05-22,2018-11-10,99.0,8,9,13,2,159
George Strait,1859789,"['contemporary country', 'country', 'country road']",75,us,M,0,,1952.0,1981-01-01,2019-03-29,99.0,0,46,0,4,747
Air,587908,"['ambient pop', 'downtempo', 'electronica']",64,france,G,1,1995.0,,1998-01-01,2015-10-28,,18,12,20,18,210
Ultraje a Rigor,509742,"['brazilian punk', 'brazilian rock', 'mpb']",52,brazil,G,1,1980.0,,1985-01-01,2016-12-09,,23,17,30,2,286
Panic! At The Disco,9300189,"['baroque pop', 'emo', 'modern rock']",85,us,G,1,2004.0,,2005-09-27,2019-01-11,,0,13,9,28,229
Ummet Ozcan,314787,"['big room', 'deep big room', 'edm']",67,netherlands,M,0,,1982.0,2016-06-05,2020-05-29,99.0,0,0,0,50,71
Joe Budden,302472,"['battle rap', 'hip hop', 'new jersey rap']",53,us,M,0,,1980.0,2003-01-01,2016-10-21,99.0,0,22,0,28,342
Public Enemy,590329,"['conscious hip hop', 'east coast hip hop', 'gangster rap']",60,us,G,1,1985.0,,1987-10-02,2020-04-01,,9,24,3,13,484
HRVY,934362,"['dance pop', 'pop', 'post-teen pop']",74,uk,M,0,,1999.0,2017-07-25,2020-05-22,99.0,13,0,19,32,65
Dave Hollister,272505,"['hip pop', 'neo soul', 'new jack swing']",44,us,M,0,,1968.0,1999-01-01,2018-08-03,1990.0,12,13,30,6,191
Al Green,1245359,"['classic soul', 'funk', 'memphis soul']",69,us,M,0,,1946.0,1967-01-01,2014-07-25,99.0,0,50,0,0,490
LP,1583102,['la pop'],72,us,F,0,,1981.0,2016-11-24,2020-05-29,99.0,0,32,0,18,470
Javed Ali,1007957,"['desi pop', 'filmi', 'modern bollywood']",59,india,M,0,,1982.0,2000-05-24,2020-05-28,99.0,0,40,0,10,351
Dreezy,481322,"['chicago rap', 'deep pop r&b', 'drill']",63,us,F,0,,1994.0,2014-02-24,2020-04-20,99.0,11,6,32,20,121
Sharib Toshi,261743,"['desi pop', 'filmi', 'modern bollywood']",57,india,M,0,,1984.0,2009-06-13,2018-10-17,99.0,17,3,28,26,95
Al Jarreau,222314,"['adult standards', 'jazz funk', 'quiet storm']",57,us,M,0,,1940.0,1975-01-01,2019-07-14,2017.0,9,29,6,8,331
Onyx,250616,"['east coast hip hop', 'gangster rap', 'hardcore hip hop']",55,us,G,1,1989.0,,1993-01-01,2020-04-22,,8,16,19,18,289
Sampha,415123,"['alternative r&b', 'indie r&b', 'indie soul']",65,uk,M,0,,1988.0,2011-01-01,2020-04-03,99.0,7,1,39,16,50
The Lacs,332011,"['country rap', 'redneck']",64,us,G,1,2002.0,,2010-09-28,2020-05-01,,9,16,27,12,238
Carl Thomas,379519,"['dance pop', 'hip pop', 'neo soul']",52,us,M,0,,1972.0,2000-04-18,2020-04-20,99.0,8,4,42,6,63
Ugly God,1750923,"['meme rap', 'trap', 'underground hip hop']",64,us,M,0,,1996.0,2016-11-18,2020-02-08,99.0,1,3,34,27,78
Stephen Marley,426822,"['modern reggae', 'reggae', 'roots reggae']",63,us,M,0,,1972.0,2005-01-01,2020-05-29,99.0,10,7,31,23,116
Stefflon Don,520566,"['dancehall', 'pop', 'pop rap']",74,uk,F,0,,1991.0,2016-12-16,2019-12-06,99.0,0,2,0,48,86
Miles Davis,1775598,"['bebop', 'contemporary post-bop', 'cool jazz']",68,us,M,0,,1926.0,1958-01-01,2020-05-29,1991.0,0,50,0,0,850
A$AP Ferg,2367958,"['hip hop', 'pop rap', 'rap']",78,us,M,0,,1988.0,2013-08-19,2020-05-22,99.0,0,8,0,42,152
Dax,261644,"['canadian hip hop', 'ottawa rap', 'social media pop']",68,canada,M,0,,1994.0,2017-08-07,2020-05-25,99.0,0,3,6,45,72
Udo Lindenberg,267576,"['german pop', 'german rock', 'liedermacher']",57,germany,M,0,,1946.0,1973-01-09,2020-01-10,99.0,0,50,0,0,891
Laïoung,224598,"['italian hip hop', 'trap italiana']",49,italy,M,0,,1992.0,2012-07-05,2020-05-29,99.0,0,7,4,41,114
Rixton,631792,"['dance pop', 'pop', 'post-teen pop']",65,uk,G,1,2012.0,,2014-01-01,2015-07-24,,36,2,39,10,53
Seether,1968655,"['alternative metal', 'nu metal', 'post-grunge']",72,south africa,G,1,1999.0,,2002-01-01,2018-05-25,,9,32,10,8,537
Alcione,428953,"['bossa nova', 'forro', 'mpb']",62,brazil,F,0,,1947.0,1976-01-01,2020-05-29,99.0,0,50,0,0,794
Julio Melgar,352002,"['latin christian', 'latin worship']",63,guatemala,M,0,,1972.0,2011-02-17,2020-05-30,99.0,3,4,19,6,68
Gavin James,409277,"['neo mellow', 'pop', 'pop rock']",71,ireland,M,0,,1991.0,2014-03-12,2020-05-15,99.0,0,19,0,31,343
La Renga,813808,"['argentine rock', 'latin alternative', 'latin rock']",64,argentina,G,1,1988.0,,1991-01-01,2020-01-01,,4,13,6,3,180
Ankit Tiwari,2896507,"['desi pop', 'filmi', 'modern bollywood']",64,india,M,0,,1986.0,2011-01-03,2020-05-11,99.0,0,11,0,39,145
Oh Wonder,889437,"['electropop', 'indie pop', 'indie poptimism']",74,uk,G,1,2014.0,,2015-03-04,2020-05-29,,3,6,9,35,128
Q-Tip,377443,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop']",67,us,M,0,,1970.0,1999-11-23,2020-04-24,99.0,23,9,35,8,169
Dr. Dog,307599,"['alternative rock', 'chamber pop', 'funk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'shimmer pop', 'stomp and holler']",64,us,G,1,1999.0,,2003-01-01,2019-02-08,,6,18,9,18,270
Heloisa Rosa,453835,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']",57,brazil,F,0,,1982.0,2004-06-08,2020-04-09,99.0,0,6,9,18,96
Nek,324067,"['europop', 'italian arena pop', 'italian pop']",61,italy,M,0,,1972.0,1992-09-09,2020-05-29,99.0,0,39,0,11,469
Marília Mendonça,14441917,['sertanejo'],85,brazil,F,0,,1994.0,2015-08-06,2020-05-01,99.0,27,7,33,11,128
Puscifer,369584,"['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge']",59,us,G,1,1995.0,,2007-01-10,2020-05-08,,1,10,3,6,132
Janelle Monáe,865389,"['afrofuturism', 'alternative r&b', 'art pop']",70,us,F,0,,1985.0,2006-01-01,2019-11-29,99.0,0,7,5,38,204
Sentidos Opuestos,494024,"['dance pop', 'grupera', 'latin']",57,mexico,G,1,1993.0,,1993-01-01,2014-09-30,,27,9,35,6,130
Nicki Minaj,17447991,"['dance pop', 'hip pop', 'pop']",91,trinidad and tobago,F,0,,1982.0,2010-01-01,2020-05-08,99.0,0,39,0,11,776
Meek Mill,4096536,"['hip hop', 'philly rap', 'pop rap']",83,us,M,0,,1987.0,2011-01-21,2020-02-07,99.0,0,40,0,10,597
BTS,17835807,"['k-pop', 'k-pop boy group']",94,south korea,G,1,2013.0,,2013-12-06,2020-02-28,,0,30,0,20,432
Ginuwine,1523920,"['dance pop', 'hip hop', 'hip pop']",67,us,M,0,,1970.0,1996-01-03,2018-02-02,99.0,13,14,11,21,308
Willie Colón,591445,"['boogaloo', 'latin jazz', 'salsa']",69,us,M,0,,1950.0,1980-01-01,2019-02-10,99.0,0,50,0,0,504
Chaka Khan,894975,"['dance pop', 'disco', 'funk']",67,us,F,0,,1953.0,1978-10-13,2020-03-13,99.0,10,23,1,16,309
CL,517970,['k-pop'],59,south korea,F,0,,2001.0,2013-06-19,2019-12-17,99.0,1,0,14,13,20
Vicente Garcia,283618,"['bachata', 'cumbia', 'dominican pop']",65,dominican republic,M,0,,1983.0,2011-01-01,2019-11-22,99.0,8,3,35,24,70
Anastacia,201625,"['dance pop', 'europop']",61,us,F,0,,1968.0,1999-01-01,2017-09-15,99.0,0,33,0,17,480
Juan Gabriel,4182240,"['cancion melodica', 'latin', 'latin pop']",76,mexico,M,0,,1950.0,1986-12-01,2018-02-19,2016.0,0,50,0,0,750
Maldita Nerea,503192,"['cantautor', 'latin arena pop', 'latin pop']",63,spain,G,1,2003.0,,2003-01-01,2020-01-31,,18,13,21,17,194
Davina Michelle,206879,"['dutch pop', 'dutch rock']",72,netherlands,F,0,,1995.0,2018-03-30,2020-03-23,99.0,0,0,0,50,53
Tanya Tucker,319117,"['country', 'country dawn', 'country rock']",57,us,F,0,,1958.0,1972-01-01,2020-05-21,99.0,1,42,0,7,611
Naoto,210419,"['j-pop', 'japanese r&b', 'japanese singer-songwriter']",53,japan,M,0,,1973.0,2009-05-13,2020-04-08,99.0,4,10,4,36,247
Raheem DeVaughn,320621,"['dance pop', 'hip pop', 'neo soul']",53,us,M,0,,1975.0,2004-05-23,2020-05-27,99.0,1,22,2,26,379
Michael McDonald,247193,"['mellow gold', 'quiet storm', 'soft rock']",59,us,M,0,,1952.0,1982-03-08,2020-05-15,99.0,2,22,1,25,320
Ice Cube,3547847,"['conscious hip hop', 'g funk', 'gangster rap']",74,us,M,0,,1969.0,1990-03-16,2018-12-07,99.0,1,30,0,19,550
Electric Guest,253599,"['alternative dance', 'indie pop', 'indie poptimism']",62,us,G,1,2011.0,,2011-01-11,2020-02-14,,0,11,0,39,188
Arko,238691,"['desi pop', 'filmi', 'modern bollywood']",63,india,M,0,,1983.0,2009-12-31,2020-05-19,99.0,0,8,0,42,131
Amos Lee,337808,"['acoustic pop', 'indie folk', 'neo mellow']",62,us,M,0,,1977.0,2004-01-01,2019-11-19,99.0,12,18,12,20,283
Mustard,633086,"['cali rap', 'pop rap', 'rap']",85,us,M,0,,1990.0,2013-04-02,2020-05-15,99.0,4,9,12,31,143
CHUNG HA,816841,['k-pop'],68,south korea,F,0,,1996.0,2016-12-28,2020-05-30,99.0,2,0,22,34,87
Ansel Elgort,738704,"['dance pop', 'pop']",61,us,M,0,,1994.0,2016-07-22,2018-05-03,99.0,12,0,16,7,7
Eno,581789,['german hip hop'],70,germany,M,0,,1998.0,2016-07-29,2020-05-14,99.0,1,6,20,28,114
Trisha Yearwood,659544,"['contemporary country', 'country', 'country dawn']",62,us,F,0,,1964.0,1991-01-01,2019-08-30,99.0,23,22,21,4,260
KVSH,219880,['brazilian edm'],69,brazil,M,0,,99.0,2015-01-01,2020-05-29,99.0,5,1,10,39,66
Dizzee Rascal,216057,[''],51,spain,M,0,,1990.0,2013-05-21,2020-05-29,99.0,15,2,24,28,69
Tycho,556421,"['chillwave', 'downtempo', 'indietronica']",66,us,M,0,,1977.0,2006-10-25,2020-02-28,99.0,0,15,0,35,231
Aventura,3667077,"['bachata', 'latin', 'latin hip hop']",77,us,G,1,1994.0,,1999-01-01,2019-04-05,,11,12,16,10,198
Sean Paul,2990480,"['dance pop', 'dancehall', 'pop']",82,jamaica,M,0,,1973.0,2000-01-01,2020-05-08,99.0,0,22,0,28,401
B.o.B,1722733,"['atl hip hop', 'dance pop', 'hip hop']",75,us,M,0,,1988.0,2008-06-24,2020-03-12,99.0,0,26,0,24,457
Rubén Blades,626151,"['latin jazz', 'salsa', 'tipico']",64,panama,M,0,,1948.0,1979-01-01,2019-05-17,99.0,0,50,0,0,601
AJ Mitchell,367327,"['pop', 'post-teen pop']",75,us,M,0,,2001.0,2018-05-20,2020-04-17,99.0,0,0,1,22,31
Diego Herrera,266426,"['banda', 'regional mexican', 'regional mexican pop']",53,mexico,M,0,,1963.0,2012-05-15,2020-05-08,99.0,4,7,13,35,109
Andy Rivera,1280947,"['latin', 'latin hip hop', 'pop reggaeton']",67,colombia,M,0,,1994.0,2015-10-28,2020-05-29,99.0,0,1,0,49,67
Belo,641300,"['axe', 'pagode']",67,brazil,M,0,,1974.0,2000-01-01,2020-05-15,99.0,7,20,14,16,361
Lulu Santos,1213741,"['brazilian rock', 'mpb', 'pop nacional']",66,brazil,M,0,,1953.0,1982-01-01,2020-05-14,99.0,0,42,0,8,678
Ludwig van Beethoven,3181904,"['classical', 'classical era', 'early romantic era']",77,germany,M,0,,1770.0,2020-10-01,2020-05-29,1827.0,0,50,0,0,2266
Bryant Myers,3518980,"['latin', 'reggaeton', 'reggaeton flow']",80,puerto rico,M,0,,1998.0,2017-12-13,2020-05-01,99.0,0,2,0,48,69
Chase Rice,748587,"['contemporary country', 'country', 'country road']",71,us,M,0,,1985.0,2011-08-03,2020-05-22,99.0,3,9,16,17,162
BK,387584,['brazilian hip hop'],66,brazil,M,0,,1989.0,2015-04-13,2020-05-21,99.0,5,2,34,21,61
Farid Bang,679123,['german hip hop'],72,germany,M,0,,1986.0,2008-01-01,2020-05-29,99.0,0,13,7,31,269
Famous Dex,1868302,"['chicago rap', 'drill', 'hip hop']",70,us,M,0,,1993.0,2015-11-15,2020-05-29,99.0,0,11,5,38,167
Cardenales De Nuevo León,634773,"['banda', 'cumbia', 'grupera']",70,mexico,G,1,1982.0,,1982-04-03,2020-05-22,,0,50,0,0,742
Todrick Hall,212162,"['dance pop', 'pop', 'post-teen pop']",64,us,M,0,,1985.0,2015-10-13,2020-05-20,99.0,2,7,8,8,116
Ólafur Arnalds,455147,"['bow pop', 'chamber pop', 'compositional ambient']",69,iceland,M,0,,1986.0,2007-10-29,2020-05-01,99.0,0,26,0,24,371
Gavin DeGraw,997982,"['acoustic pop', 'neo mellow', 'pop']",69,us,M,0,,1977.0,2003-01-01,2020-05-29,99.0,2,16,9,24,262
Olga Tañón,355456,"['latin', 'pop reggaeton', 'puerto rican pop']",59,puerto rico,F,0,,1967.0,1992-05-19,2020-05-08,99.0,5,22,7,21,286
Sum 41,2486086,"['alternative metal', 'canadian pop punk', 'canadian punk']",74,canada,G,1,1996.0,,2000-01-01,2019-07-19,,14,29,13,7,416
Gipsy Kings,465421,"['flamenco', 'rumba', 'world']",67,france,G,1,1978.0,,1983-01-01,2018-11-16,,14,30,15,1,381
Gilberto Santa Rosa,1043072,"['latin', 'salsa', 'salsa puertorriquena']",69,puerto rico,M,0,,1962.0,1986-01-01,2019-05-31,99.0,0,50,0,0,616
Jelly Roll,301819,"['country rap', 'redneck']",69,us,M,0,,1986.0,2008-10-21,2020-05-22,1941.0,0,20,15,21,324
Mc Kevin,1982227,"['funk carioca', 'funk ostentacao']",63,brazil,M,0,,1998.0,2016-02-19,2020-05-23,99.0,0,3,0,47,82
Silentó,220085,['pinoy hip hop'],55,us,M,0,,1998.0,2015-04-05,2019-05-31,99.0,14,2,27,27,67
Gojira,598822,"['alternative metal', 'french death metal', 'french metal']",65,france,G,1,1996.0,,2001-03-19,2019-11-01,,15,26,20,3,337
883,450920,"['classic italian pop', 'europop', 'italian arena pop']",60,italy,G,1,1989.0,,1992-01-01,2017-11-17,,14,12,30,5,218
